t_sec,ABack_x,ABack_y,ABack_z
761.13,-1.013672,-1.47168,2.17334
761.14,-0.492676,-1.441406,1.493652
761.15,-0.088867,-1.054199,1.172363
761.16,0.020508,-0.660645,0.969238
761.17,0.132324,-0.387695,0.669434
761.18,0.458984,-0.221191,0.371094
761.19,0.864258,-0.069336,0.22168
761.2,1.037598,-0.039551,0.07373
761.21,0.770508,-0.176758,-0.129395
761.22,0.258789,-0.254883,-0.126465
761.23,0.018555,-0.120605,-0.154297
761.24,-0.022461,0.165039,-0.018066
761.25,0.092285,0.493164,0.191406
761.26,0.3125,0.697266,0.208496
761.27,0.459961,0.501953,-0.023926
761.28,0.500488,0.176758,0.145508
761.29,0.674805,0.02832,0.774414
761.3,1.053711,0.131348,1.855957
761.31,1.383301,0.141113,2.021484
761.32,1.402344,-0.060547,2.068359
761.33,1.489746,-0.211426,2.189453
761.34,1.705078,-0.437012,1.95459
761.35,1.935059,-0.585449,3.738281
761.36,0.787109,-0.90918,0.633789
761.37,0.550781,-1.009766,1.427734
761.38,0.308105,-0.970215,1.024414
761.39,0.081055,-0.74707,0.797852
761.4,-0.239746,-0.379883,0.70752
761.41,-0.560059,-0.077148,0.353027
761.42,-0.68457,-0.010254,-0.011719
761.43,-0.704102,-0.103027,-0.14502
761.44,-0.494629,-0.237305,-0.096191
761.45,-0.26416,-0.134766,-0.125977
761.46,-0.206543,0.107422,-0.064941
761.47,-0.286133,0.344238,0.196777
761.48,-0.398926,0.474121,0.36084
761.49,-0.540527,0.616211,0.910645
761.5,-0.823242,0.709473,1.368164
761.51,-1.212402,0.571777,1.473145
761.52,-1.492188,0.402344,1.562988
761.53,-1.374512,0.207031,1.67627
761.54,-1.086914,-0.193359,2.001953
761.55,-1.061523,-0.654785,2.468262
761.56,-0.831055,-0.962402,2.360352
761.57,-0.345703,-1.014648,1.992188
761.58,0.119629,-0.894043,1.536621
761.59,0.388184,-0.831055,1.165527
761.6,0.464844,-0.88916,1.07666
761.61,0.475586,-0.960449,0.853516
761.62,0.625977,-0.895996,0.559082
761.63,0.814453,-0.694824,0.331543
761.64,0.578613,-0.48584,-0.062012
761.65,0.115234,-0.375,0.005371
761.66,-0.189941,-0.087402,-0.157715
761.67,-0.202148,0.251465,0.078613
761.68,-0.060059,0.455566,0.210449
761.69,0.117676,0.560547,0.225586
761.7,0.254883,0.607422,0.091309
761.71,0.263672,0.5,-0.050781
761.72,0.129883,0.291504,-0.01123
761.73,0.079102,0.087402,0.374512
761.74,0.333008,0.174805,1.126465
761.75,0.621582,0.233398,1.833984
761.76,0.737793,0.196777,2.184082
761.77,1.012207,-0.083496,2.643555
761.78,1.321777,-0.363281,2.15625
761.79,1.070313,-1.335449,1.587891
761.8,0.660156,-0.509766,1.438477
761.81,0.556641,-0.618652,1.366211
761.82,0.531738,-0.948242,1.157227
761.83,0.446289,-1.052246,1.058594
761.84,0.244141,-0.791992,1.024414
761.85,-0.155273,-0.520996,0.808105
761.86,-0.345215,-0.337402,0.353027
761.87,-0.362793,-0.183105,-0.212891
761.88,-0.175293,-0.062012,-0.152832
761.89,0.102051,0.020508,-0.015625
761.9,0.189453,0.311523,0.011719
761.91,-0.006348,0.673828,0.124512
761.92,-0.36084,0.858887,0.368652
761.93,-0.69043,1.027832,0.950195
761.94,-1.141113,0.854492,1.195801
761.95,-1.32666,0.595703,1.15918
761.96,-1.193359,0.280762,1.56543
761.97,-0.939453,-0.442383,2.270996
761.98,-1.344727,-0.744141,2.69043
761.99,-1.056152,-1.135742,1.993164
762.0,-0.689941,-1.172363,1.960449
762.01,-0.48291,-0.880859,1.739258
762.02,-0.14209,-0.597656,1.358398
762.03,0.234863,-0.453125,1.065918
762.04,0.456055,-0.521973,0.959473
762.05,0.625977,-0.64502,0.739258
762.06,0.804199,-0.605957,0.422852
762.07,0.840332,-0.489258,0.299805
762.08,1.139648,-0.402832,0.031738
762.09,0.959473,-0.23584,-0.052246
762.1,0.491699,-0.108398,-0.207031
762.11,0.064453,-0.078613,-0.114746
762.12,-0.026367,-0.007813,0.307129
762.13,-0.030762,0.126465,0.21582
762.14,-0.009277,0.27002,0.185547
762.15,-0.087402,0.184082,0.152832
762.16,-0.079102,-0.03125,0.231934
762.17,0.006348,-0.343262,0.370117
762.18,0.12207,-0.623047,0.700684
762.19,0.182129,-0.62793,1.123535
762.2,0.310059,-0.25,1.519043
762.21,0.539063,0.380859,1.953125
762.22,0.505859,0.692871,2.295898
762.23,0.420898,0.737793,2.712891
762.24,0.503418,0.44043,2.637207
762.25,0.555664,-0.04834,2.100098
762.26,0.374512,-0.496094,1.839355
762.27,0.139648,-0.70459,2.003906
762.28,0.021973,-0.620117,1.8125
762.29,-0.045898,-0.523438,1.493164
762.3,-0.078613,-0.437012,1.161621
762.31,-0.190918,-0.410156,0.774414
762.32,-0.334961,-0.537109,0.587891
762.33,-0.333984,-0.693359,0.408203
762.34,-0.391602,-0.638184,0.240234
762.35,-0.345703,-0.485352,-0.035645
762.36,-0.136719,-0.276367,-0.117676
762.37,0.075684,-0.054199,-0.043457
762.38,0.190918,0.18457,-0.056641
762.39,0.190918,0.51709,-0.003906
762.4,0.070801,0.806152,-0.002441
762.41,-0.143555,0.84668,0.091309
762.42,-0.316895,0.544922,0.108887
762.43,-0.372559,0.210449,0.32959
762.44,-0.46875,-0.036133,1.036621
762.45,-0.701172,-0.033691,2.044434
762.46,-1.157715,-0.147461,1.997559
762.47,-1.008301,-0.165527,1.691895
762.48,-0.751465,-0.357422,2.333008
762.49,-0.304688,-0.993164,2.494629
762.5,-0.585449,-0.989258,2.242188
762.51,-0.305664,-0.61377,2.015625
762.52,0.001465,-0.538574,1.647461
762.53,0.165527,-0.578125,1.557617
762.54,0.061035,-0.546875,1.291992
762.55,0.115234,-0.529785,0.874023
762.56,0.36377,-0.573242,0.650391
762.57,0.506836,-0.584961,0.493652
762.58,0.541992,-0.527344,0.321289
762.59,0.318359,-0.434082,0.153809
762.6,-0.108887,-0.209473,0.070801
762.61,-0.322266,0.105957,-0.041992
762.62,-0.394531,0.432617,0.064453
762.63,-0.445801,0.69043,0.257324
762.64,-0.459961,0.696777,0.128418
762.65,-0.327148,0.536621,-0.07666
762.66,-0.086426,0.31543,-0.174805
762.67,0.157715,0.054199,-0.106445
762.68,0.299805,-0.249512,0.095215
762.69,0.391113,-0.414063,0.750977
762.7,0.52832,-0.356445,1.87793
762.71,0.753906,-0.274902,2.711426
762.72,1.039063,-0.091309,2.837891
762.73,1.455566,0.19873,2.079102
762.74,1.643555,-0.114258,1.82373
762.75,1.493652,-0.61377,1.71582
762.76,1.22998,-0.797852,1.627441
762.77,0.940918,-0.774414,1.440918
762.78,0.581543,-0.685547,1.232422
762.79,0.236328,-0.630371,1.084473
762.8,-0.107422,-0.519531,0.898926
762.81,-0.434082,-0.339355,0.628418
762.82,-0.601563,-0.242676,0.274414
762.83,-0.629883,-0.208008,-0.135254
762.84,-0.458984,-0.164551,-0.39502
762.85,-0.196289,-0.052246,-0.259277
762.86,-0.038086,0.20459,-0.065918
762.87,-0.069336,0.458984,-0.114746
762.88,-0.265625,0.632813,-0.047852
762.89,-0.438477,0.63623,0.071777
762.9,-0.501465,0.570801,0.306641
762.91,-0.625488,0.546387,0.888672
762.92,-0.866211,0.507324,1.625
762.93,-1.376465,0.404785,1.740234
762.94,-1.609375,0.239746,1.487793
762.95,-1.429199,0.032227,1.944824
762.96,-1.241699,-0.626953,2.250977
762.97,-1.046387,-1.177246,2.430176
762.98,-0.686523,-0.984375,2.410645
762.99,-0.115723,-0.775879,1.973145
763.0,0.200195,-0.84668,1.643066
763.01,0.369141,-0.892578,1.499023
763.02,0.507813,-0.747559,1.213379
763.03,0.618652,-0.642578,0.844727
763.04,0.751465,-0.589355,0.649902
763.05,0.695313,-0.49707,0.401855
763.06,0.520508,-0.315918,0.17334
763.07,0.168945,-0.12793,0.14209
763.08,-0.229492,0.102539,0.128906
763.09,-0.413086,0.361816,-0.07666
763.1,-0.484863,0.468262,0.035156
763.11,-0.535156,0.458496,0.234375
763.12,-0.444336,0.410645,0.272949
763.13,-0.254883,0.372559,0.18457
763.14,0.018066,0.316895,0.207031
763.15,0.238281,0.130859,0.247559
763.16,0.276855,-0.268555,0.44043
763.17,0.311035,-0.615723,1.01123
763.18,0.437988,-0.612305,1.820313
763.19,0.785645,-0.312012,1.773926
763.2,0.839355,0.108398,2.630371
763.21,0.836426,0.233887,2.397461
763.22,1.027832,0.039063,1.797852
763.23,0.952148,-0.405273,1.668457
763.24,0.803711,-0.755371,1.598145
763.25,0.623535,-0.851563,1.535156
763.26,0.424805,-0.767578,1.260742
763.27,0.168945,-0.678711,0.941895
763.28,-0.040527,-0.617188,0.903809
763.29,-0.244629,-0.501465,0.673828
763.3,-0.306641,-0.437012,0.36084
763.31,-0.34668,-0.326172,0.094727
763.32,-0.406738,-0.207031,-0.259277
763.33,-0.284668,0.106445,-0.222168
763.34,-0.137207,0.425781,-0.228516
763.35,-0.181152,0.631348,-0.19043
763.36,-0.257324,0.684082,-0.17334
763.37,-0.362793,0.470703,0.069824
763.38,-0.387207,0.193848,0.328613
763.39,-0.369629,0.004395,0.637695
763.4,-0.518555,0.087402,1.379395
763.41,-0.94873,0.179688,1.907227
763.42,-1.258301,0.220703,1.764648
763.43,-1.006348,0.129395,2.067871
763.44,-1.03125,-0.289551,2.458008
763.45,-0.932129,-0.703125,2.296387
763.46,-0.607422,-0.707031,2.294922
763.47,-0.18457,-0.690918,1.954102
766.65,0.566406,-0.611328,1.965332
766.66,0.291992,-0.727539,2.030273
766.67,0.06543,-0.787109,1.760254
766.68,-0.037109,-0.841309,1.510254
766.69,-0.069824,-0.882324,1.304199
766.7,-0.018066,-0.891602,1.111816
766.71,0.085938,-0.770508,0.931641
766.72,0.091797,-0.62207,0.670898
766.73,-0.032227,-0.467285,0.436523
766.74,-0.062012,-0.282227,0.251953
766.75,0.068848,-0.158691,-0.020508
766.76,0.222168,-0.144043,-0.066406
766.77,0.284668,-0.069336,0.0625
766.78,0.188965,0.001953,0.267578
766.79,0.01416,0.055176,0.405273
766.8,-0.111816,0.112305,0.330566
766.81,-0.178711,0.368164,0.506348
766.82,-0.307617,0.430664,0.602539
766.83,-0.469238,0.324219,0.720703
766.84,-0.567383,0.288574,1.208496
766.85,-0.675781,0.209473,1.511719
766.86,-0.840332,-0.027344,1.861328
766.87,-0.928223,-0.461914,2.048828
766.88,-0.817871,-0.905273,2.030762
766.89,-0.60498,-1.025879,2.028809
766.9,-0.376465,-0.846191,1.995605
766.91,-0.214844,-0.682617,1.646973
766.92,0.036133,-0.619141,1.419434
766.93,0.270508,-0.646973,1.325195
766.94,0.439941,-0.714355,1.292969
766.95,0.555664,-0.771484,1.072754
766.96,0.623535,-0.814941,0.720703
766.97,0.702148,-0.783691,0.492676
766.98,0.695313,-0.623535,0.200684
766.99,0.450195,-0.481934,-0.097168
767.0,0.069336,-0.396973,-0.041504
767.01,-0.15625,-0.276367,0.177734
767.02,-0.203125,-0.174805,0.294922
767.03,-0.119141,-0.053223,0.415527
767.04,0.037109,0.155762,0.285156
767.05,0.137207,0.382813,0.162109
767.06,0.118652,0.442871,0.152832
767.07,0.162109,0.385254,0.497559
767.08,0.32666,0.483398,1.197266
767.09,0.57959,0.530762,1.510254
767.1,0.692871,0.202637,1.861816
767.11,0.772949,-0.394531,2.260742
767.12,0.950684,-0.65918,2.100586
767.13,0.972168,-0.730469,2.107422
767.14,0.623047,-0.734863,2.078125
767.15,0.296387,-0.705566,1.822266
767.16,0.100586,-0.730957,1.428711
767.17,0.000488,-0.789551,1.095215
767.18,0.008301,-0.724609,0.912598
767.19,-0.025391,-0.588379,0.702637
767.2,-0.112305,-0.407227,0.606445
767.21,-0.175781,-0.293457,0.329102
767.22,-0.140625,-0.28418,-0.016113
767.23,0.05957,-0.223633,0.016113
767.24,0.303711,-0.015137,0.137695
767.25,0.36084,0.321777,-0.050781
767.26,0.196289,0.64502,-0.002441
767.27,-0.091309,0.834473,0.257324
767.28,-0.319824,0.891602,0.443359
767.29,-0.499023,0.862305,1.138672
767.3,-0.806641,0.40625,1.405762
767.31,-0.940918,0.184082,1.360352
767.32,-0.92041,0.114258,1.908203
767.33,-1.085449,-0.350586,2.432129
767.34,-1.098145,-0.864258,2.480957
767.35,-0.804199,-1.106934,2.180664
767.36,-0.43457,-0.984375,2.151855
767.37,-0.103516,-0.765625,1.767578
767.38,0.120605,-0.620117,1.40332
767.39,0.353027,-0.605469,1.054199
767.4,0.567383,-0.618652,0.836914
767.41,0.660645,-0.494141,0.567383
767.42,0.717773,-0.302734,0.230957
767.43,0.74707,-0.243164,-0.047363
767.44,0.618652,-0.246582,-0.041016
767.45,0.375977,-0.314941,0.043457
767.46,0.188477,-0.445801,0.00293
767.47,0.025879,-0.546875,0.181641
767.48,0.069824,-0.456055,0.314453
767.49,0.294434,-0.20166,0.270996
767.5,0.460449,0.088867,0.256836
767.51,0.499023,0.230469,0.137695
767.52,0.529297,0.166992,0.098145
767.53,0.537109,0.11377,0.228027
767.54,0.452148,0.083496,0.538086
767.55,0.454102,0.165039,1.093262
767.56,0.562988,0.298828,2.147461
767.57,0.448242,0.459473,2.442871
767.58,0.5,0.356934,2.897949
767.59,0.593262,0.069824,2.545898
767.6,0.290527,-0.432617,1.904297
767.61,-0.054199,-0.743652,1.87207
767.62,-0.327148,-0.714355,1.847168
767.63,-0.541016,-0.515137,1.633789
767.64,-0.529785,-0.273438,1.438477
767.65,-0.414551,-0.087891,1.319824
767.66,-0.400391,-0.047852,0.972168
767.67,-0.48584,-0.204102,0.588379
767.68,-0.505859,-0.411133,0.257813
767.69,-0.402832,-0.465332,0.041504
767.7,-0.203613,-0.45459,-0.009277
767.71,0.093262,-0.39209,-0.00293
767.72,0.279785,-0.212891,-0.012695
767.73,0.385254,0.146484,0.033203
767.74,0.258301,0.496582,0.024414
767.75,0.040527,0.771484,0.120117
767.76,-0.19043,0.956543,0.381348
767.77,-0.430664,1.055176,1.046387
767.78,-0.790039,0.875977,1.540039
767.79,-1.163574,0.470703,1.373535
767.8,-1.337891,0.173828,1.162598
767.81,-1.151855,-0.146973,1.611816
767.82,-0.953125,-0.597168,2.291016
767.83,-0.863281,-0.876953,2.485352
767.84,-0.568359,-0.822754,2.188477
767.85,-0.200684,-0.782227,2.009766
767.86,0.10791,-0.770508,1.850586
767.87,0.20166,-0.858398,1.645996
767.88,0.195313,-0.849609,1.358398
767.89,0.19043,-0.717773,1.00293
767.9,0.329102,-0.620605,0.633789
767.91,0.515625,-0.554688,0.405762
767.92,0.55127,-0.464844,0.324707
767.93,0.416992,-0.289063,0.125
767.94,0.054688,-0.036133,-0.066406
767.95,-0.214844,0.342773,-0.140137
767.96,-0.275391,0.666992,-0.040039
767.97,-0.257324,0.791992,0.107422
767.98,-0.27002,0.621582,0.01123
767.99,-0.229004,0.404297,0.015625
768.0,-0.148926,0.272949,-0.004395
768.01,-0.028809,0.128418,-0.092285
768.02,0.114746,-0.076172,-0.078613
768.03,0.189453,-0.302246,0.202148
768.04,0.280762,-0.251953,0.981934
768.05,0.556152,-0.121094,1.85791
768.06,0.757813,-0.092773,2.508789
768.07,1.171387,0.17041,2.749512
768.08,1.506836,0.412598,1.907227
768.09,1.706055,0.184082,1.88623
768.1,1.626465,-0.397949,2.028809
768.11,1.376465,-0.762695,1.894043
768.12,1.088379,-0.82666,1.760254
768.13,0.807617,-0.807129,1.598145
768.14,0.425781,-0.778809,1.432129
768.15,-0.013672,-0.705078,1.199219
768.16,-0.448242,-0.625488,0.713867
768.17,-0.671875,-0.422363,0.412598
768.18,-0.730469,-0.164063,0.144531
768.19,-0.650391,-0.04541,-0.134277
768.2,-0.4375,-0.022461,-0.188965
768.21,-0.16748,0.126953,-0.087402
768.22,-0.049805,0.335449,-0.02002
768.23,-0.058594,0.472168,-0.105957
768.24,-0.138672,0.520508,-0.025391
768.25,-0.426758,0.524902,0.182129
768.26,-0.529785,0.442383,0.661133
768.27,-0.491211,0.236816,1.06543
768.28,-0.326172,0.17334,1.514648
768.29,-0.061035,0.28125,1.720215
768.3,0.026367,0.103516,1.648926
768.31,-0.222168,-0.119141,2.380371
768.32,-0.664551,-0.151855,2.125977
768.33,-0.866699,-0.121582,1.792969
768.34,-0.790527,0.075684,1.91748
768.35,-0.412598,0.168457,1.710938
795.41,0.431641,-0.420898,0.82959
795.42,0.518555,-0.477051,0.73877
795.43,0.489258,-0.535645,0.643066
795.44,0.338379,-0.555176,0.325684
795.45,0.112305,-0.529297,0.087402
795.46,-0.179688,-0.352051,0.226563
795.47,-0.290039,-0.101563,0.195801
795.48,-0.231934,0.180664,0.182129
795.49,-0.137207,0.478027,0.245117
795.5,-0.115234,0.578613,0.012207
795.51,-0.089844,0.47168,-0.071777
795.52,-0.025879,0.239746,0.033691
795.53,0.086426,0.039551,0.320313
795.54,0.297852,-0.006836,0.780273
795.55,0.623047,0.091797,1.385254
795.56,0.80127,0.141602,1.903809
795.57,0.747559,-0.114258,1.958984
795.58,0.845703,-0.251465,2.098145
795.59,0.912109,-0.301758,1.750488
795.6,0.862793,-0.585449,1.859863
795.61,0.514648,-0.75,1.733398
795.62,0.259766,-0.82373,1.54248
795.63,0.112793,-0.806152,1.470703
795.64,0.022949,-0.6875,1.3125
795.65,-0.030762,-0.519043,1.188477
795.66,-0.129883,-0.380859,0.973633
795.67,-0.23291,-0.316895,0.660156
795.68,-0.387695,-0.294922,0.594727
795.69,-0.490723,-0.29541,0.353027
795.7,-0.405762,-0.276855,0.0
795.71,-0.166016,-0.262207,-0.232422
795.72,0.001465,-0.20459,-0.150879
795.73,0.011719,-0.039551,0.166992
795.74,-0.157227,0.144043,0.365723
795.75,-0.361328,0.458008,0.48877
795.76,-0.552734,0.853516,0.91748
795.77,-0.785645,0.959473,1.038086
795.78,-0.88916,0.754883,0.82373
795.79,-0.880859,0.50293,1.018555
795.8,-0.836914,0.124023,1.36084
795.81,-0.856934,-0.176758,1.67334
795.82,-0.969238,-0.354492,1.865234
795.83,-0.828613,-0.34375,1.931641
795.84,-0.516113,-0.283203,1.895508
795.85,-0.26416,-0.41748,1.830078
795.86,-0.058594,-0.546875,1.71875
795.87,0.14209,-0.538574,1.596191
795.88,0.223145,-0.540527,1.287109
795.89,0.219727,-0.566406,1.043945
795.9,0.266602,-0.612793,0.951172
795.91,0.379395,-0.584473,0.917969
795.92,0.459473,-0.512207,0.663574
795.93,0.473145,-0.454102,0.319336
795.94,0.272949,-0.403809,0.154297
795.95,-0.055664,-0.29834,0.130859
795.96,-0.15625,-0.109863,0.118164
795.97,-0.022949,0.124512,0.283691
795.98,0.161133,0.244141,0.390625
795.99,0.231934,0.289063,0.328125
796.0,0.169434,0.321777,0.338867
796.01,0.138672,0.36377,0.519531
796.02,0.270508,0.316895,0.859863
796.03,0.466309,0.206543,1.038086
796.04,0.600098,0.192871,1.245117
796.05,0.643066,0.234375,1.421387
796.06,0.750488,0.124023,1.478027
796.07,0.769043,-0.217773,1.486816
796.08,0.586426,-0.528809,1.71875
796.09,0.247559,-0.631836,1.885742
796.1,-0.092285,-0.641113,1.759277
796.11,-0.321289,-0.683105,1.421387
796.12,-0.366211,-0.696777,1.375488
796.13,-0.375977,-0.674316,1.259766
796.14,-0.426758,-0.592285,1.133789
796.15,-0.524902,-0.497559,0.878418
796.16,-0.526855,-0.501465,0.419434
796.17,-0.272949,-0.38623,0.208008
796.18,-0.002441,-0.363281,0.086426
796.19,0.125977,-0.363281,0.155273
796.2,0.101563,-0.293945,0.353516
796.21,-0.034668,-0.151367,0.36377
796.22,-0.215332,0.11377,0.494629
796.23,-0.408691,0.541992,0.884277
796.24,-0.598145,0.666016,0.918945
796.25,-0.690918,0.464844,0.960449
796.26,-0.728516,0.28125,1.190918
796.27,-0.729004,-0.016602,1.415039
796.28,-0.700684,-0.269531,1.573242
796.29,-0.565918,-0.280273,1.368164
796.3,-0.47998,-0.080566,1.383301
796.31,-0.444824,0.191406,1.42041
796.32,-0.420898,0.37793,1.316895
796.33,-0.367188,0.391602,1.194824
796.34,-0.366211,0.279297,1.174805
796.35,-0.392578,0.039063,1.123535
796.36,-0.338867,-0.23877,1.003418
796.37,-0.189941,-0.496582,0.966797
796.38,-0.083984,-0.730957,1.121582
796.39,-0.093262,-0.899414,0.980469
809.17,0.155762,-0.50293,0.869141
809.18,-0.034668,-0.375977,0.608398
809.19,-0.171387,-0.275391,0.251953
809.2,-0.27002,-0.255859,0.130371
809.21,-0.282715,-0.266602,0.026855
809.22,-0.117676,-0.219727,-0.075684
809.23,0.06543,-0.067871,-0.123535
809.24,0.068359,0.083008,0.00293
809.25,-0.132324,0.246094,0.313477
809.26,-0.394043,0.398438,0.630859
809.27,-0.720215,0.55127,1.076172
809.28,-1.04834,0.51123,1.35498
809.29,-1.220703,0.228027,1.564941
809.3,-1.096191,0.038086,1.831055
809.31,-1.096191,0.038086,1.831055
809.32,-0.869141,-0.214355,2.043945
809.33,-0.999023,-0.568359,2.192871
809.34,-0.842773,-0.782227,2.124023
809.35,-0.498047,-0.904297,1.895508
809.36,-0.066895,-0.864746,1.745117
809.37,0.250488,-0.808594,1.643555
809.38,0.504883,-0.805176,1.537598
809.39,0.647461,-0.735352,1.413574
809.4,0.649902,-0.651855,1.045898
809.41,0.658203,-0.626465,0.644043
809.42,0.759766,-0.572754,0.509277
809.43,0.689941,-0.473633,0.307617
809.44,0.382813,-0.381348,0.084961
809.45,0.035645,-0.356934,0.075195
809.46,-0.155762,-0.217285,0.202148
809.47,-0.181641,0.001465,0.289063
